lastLogin,robohashLink,energy,speed,attack,defence,money,level,hp
164,https://robohash.org/herp10.png,95.0,14.0,18.0,7.0,1325.0,4.0,50
164,https://robohash.org/herp10.png,95.0,14.0,18.0,7.0,1325.0,4.0,50
164,https://robohash.org/herp10.png,60.0,14.0,18.0,7.0,1380.0,4.0,50
164,https://robohash.org/herp10.png,10.0,14.0,18.0,7.0,1380.0,4.0,50
164,https://robohash.org/herp10.png,10.0,14.0,18.0,7.0,1380.0,4.0,50
164,https://robohash.org/herp10.png,10.0,14.0,18.0,7.0,1380.0,4.0,50
164,https://robohash.org/herp10.png,10.0,14.0,18.0,7.0,1380.0,4.0,50
164,https://robohash.org/herp10.png,10.0,14.0,18.0,7.0,1380.0,4.0,50
164,https://robohash.org/herp10.png,10.0,14.0,18.0,7.0,1380.0,4.0,50
164,https://robohash.org/herp10.png,10.0,14.0,18.0,7.0,1380.0,4.0,50
164,https://robohash.org/herp10.png,5.0,14.0,22.0,7.0,1360.0,4.0,50
164,https://robohash.org/herp10.png,5.0,14.0,22.0,7.0,1360.0,4.0,50
164,https://robohash.org/herp10.png,5.0,14.0,22.0,7.0,1360.0,4.0,50
164,https://robohash.org/herp10.png,5.0,14.0,22.0,7.0,1360.0,4.0,50
164,https://robohash.org/herp10.png,5.0,14.0,22.0,7.0,1360.0,4.0,50
164,https://robohash.org/herp10.png,5.0,14.0,22.0,7.0,1360.0,4.0,50
164,https://robohash.org/herp10.png,5.0,14.0,22.0,7.0,1360.0,4.0,50
164,https://robohash.org/herp10.png,5.0,14.0,22.0,7.0,1360.0,4.0,50
164,https://robohash.org/herp10.png,5.0,14.0,22.0,7.0,1360.0,4.0,50
164,https://robohash.org/herp10.png,5.0,14.0,22.0,7.0,1360.0,4.0,50
164,https://robohash.org/herp10.png,5.0,14.0,22.0,7.0,1360.0,4.0,50
164,https://robohash.org/herp10.png,1000.0,14.0,22.0,7.0,1360.0,4.0,50
164,https://robohash.org/herp10.png,980.0,14.0,22.0,7.0,1510.0,5.0,50
164,https://robohash.org/herp10.png,960.0,14.0,22.0,7.0,1660.0,6.0,50
164,https://robohash.org/herp10.png,960.0,14.0,27.0,7.0,1410.0,6.0,50
164,https://robohash.org/herp10.png,960.0,14.0,32.0,7.0,1160.0,6.0,50
164,https://robohash.org/herp10.png,960.0,14.0,37.0,7.0,910.0,6.0,50
164,https://robohash.org/herp10.png,960.0,24.0,40.0,7.0,510.0,6.0,50
164,https://robohash.org/herp10.png,960.0,24.0,40.0,7.0,510.0,6.0,50
164,https://robohash.org/herp10.png,960.0,24.0,40.0,7.0,510.0,6.0,50
164,https://robohash.org/herp10.png,960.0,24.0,40.0,7.0,510.0,6.0,50
164,https://robohash.org/herp10.png,960.0,24.0,40.0,7.0,510.0,6.0,50
164,https://robohash.org/herp10.png,960.0,24.0,40.0,13.0,10.0,6.0,50
164,https://robohash.org/herp10.png,960.0,24.0,40.0,13.0,10.0,6.0,50
164,https://robohash.org/herp10.png,960.0,24.0,40.0,13.0,10.0,6.0,50
164,https://robohash.org/herp10.png,960.0,24.0,40.0,13.0,1000000.0,6.0,50
164,https://robohash.org/herp10.png,960.0,24.0,40.0,30.0,998500.0,6.0,50
164,https://robohash.org/herp10.png,960.0,24.0,40.0,47.0,997000.0,6.0,50
164,https://robohash.org/herp10.png,960.0,34.0,43.0,47.0,996600.0,6.0,50
164,https://robohash.org/herp10.png,960.0,44.0,46.0,47.0,996200.0,6.0,50
164,https://robohash.org/herp10.png,960.0,54.0,49.0,47.0,995800.0,6.0,50
164,https://robohash.org/herp10.png,960.0,54.0,56.0,52.0,995300.0,6.0,50
164,https://robohash.org/herp10.png,960.0,54.0,56.0,52.0,995300.0,6.0,50
164,https://robohash.org/herp10.png,960.0,54.0,56.0,52.0,995300.0,6.0,50
164,https://robohash.org/herp10.png,960.0,54.0,56.0,52.0,995300.0,6.0,50
164,https://robohash.org/herp10.png,940.0,54.0,56.0,52.0,995600.0,4,50
164,https://robohash.org/herp10.png,940.0,54.0,56.0,52.0,995600.0,4,50
164,https://robohash.org/herp10.png,940.0,54.0,56.0,52.0,995600.0,4,50
164,https://robohash.org/herp10.png,940.0,54.0,56.0,52.0,995600.0,4,50
164,https://robohash.org/herp10.png,940.0,54.0,56.0,52.0,995600.0,4,50
164,https://robohash.org/herp10.png,940.0,54.0,56.0,52.0,995600.0,4,50
164,https://robohash.org/herp10.png,940.0,54.0,56.0,52.0,995600.0,4,50
164,https://robohash.org/herp10.png,940.0,54.0,56.0,52.0,995600.0,4,50
164,https://robohash.org/herp10.png,940.0,54.0,56.0,52.0,995600.0,4,50
164,https://robohash.org/herp10.png,940.0,54.0,56.0,52.0,995600.0,4,50
164,https://robohash.org/herp10.png,940.0,54.0,56.0,52.0,995600.0,4,50
164,https://robohash.org/herp10.png,940.0,54.0,56.0,52.0,995600.0,4,50
164,https://robohash.org/herp10.png,940.0,54.0,56.0,52.0,995600.0,4,50
164,https://robohash.org/herp10.png,940.0,54.0,56.0,52.0,995600.0,4,50
164,https://robohash.org/herp10.png,940.0,54.0,56.0,52.0,995600.0,4,50
164,https://robohash.org/herp10.png,940.0,54.0,56.0,52.0,995600.0,4,50
164,https://robohash.org/herp10.png,940.0,54.0,56.0,52.0,995600.0,4,50
164,https://robohash.org/herp10.png,940.0,54.0,56.0,69.0,994100.0,4,50
164,https://robohash.org/herp10.png,940.0,54.0,56.0,69.0,994100.0,4,50
164,https://robohash.org/herp10.png,935.0,54.0,58.0,69.0,994080.0,4,50
164,https://robohash.org/herp10.png,930.0,54.0,62.0,69.0,994060.0,4,50
164,https://robohash.org/herp10.png,925.0,54.0,65.0,69.0,994040.0,4,50
164,https://robohash.org/herp10.png,920.0,54.0,69.0,69.0,994020.0,4,50
164,https://robohash.org/herp10.png,915.0,54.0,72.0,69.0,994000.0,4,50
164,https://robohash.org/herp10.png,910.0,54.0,73.0,69.0,993980.0,4,50
164,https://robohash.org/herp10.png,905.0,54.0,74.0,69.0,993960.0,4,50
164,https://robohash.org/herp10.png,900.0,54.0,77.0,69.0,993940.0,4,50
164,https://robohash.org/herp10.png,895.0,54.0,78.0,69.0,993920.0,4,50
164,https://robohash.org/herp10.png,890.0,54.0,81.0,69.0,993900.0,4,50
164,https://robohash.org/herp10.png,885.0,54.0,82.0,69.0,993880.0,4,50
164,https://robohash.org/herp10.png,880.0,54.0,82.0,70.0,993860.0,4,50
164,https://robohash.org/herp10.png,875.0,54.0,82.0,74.0,993840.0,4,50
164,https://robohash.org/herp10.png,870.0,54.0,82.0,75.0,993820.0,4,50
164,https://robohash.org/herp10.png,865.0,54.0,82.0,77.0,993800.0,4,50
164,https://robohash.org/herp10.png,860.0,54.0,82.0,78.0,993780.0,4,50
164,https://robohash.org/herp10.png,855.0,54.0,82.0,81.0,993760.0,4,50
164,https://robohash.org/herp10.png,850.0,54.0,82.0,83.0,993740.0,4,50
164,https://robohash.org/herp10.png,845.0,54.0,82.0,85.0,993720.0,4,50
164,https://robohash.org/herp10.png,840.0,54.0,82.0,86.0,993700.0,4,50
164,https://robohash.org/herp10.png,835.0,54.0,82.0,87.0,993680.0,4,50
164,https://robohash.org/herp10.png,830.0,54.0,82.0,91.0,993660.0,4,50
164,https://robohash.org/herp10.png,825.0,54.0,82.0,95.0,993640.0,4,50
164,https://robohash.org/herp10.png,820.0,54.0,82.0,98.0,993620.0,4,50
164,https://robohash.org/herp10.png,815.0,54.0,82.0,101.0,993600.0,4,50
164,https://robohash.org/herp10.png,810.0,54.0,82.0,103.0,993580.0,4,50
164,https://robohash.org/herp10.png,805.0,54.0,83.0,103.0,993560.0,4,50
164,https://robohash.org/herp10.png,800.0,54.0,85.0,103.0,993540.0,4,50
164,https://robohash.org/herp10.png,795.0,54.0,87.0,103.0,993520.0,4,50
164,https://robohash.org/herp10.png,790.0,54.0,88.0,103.0,993500.0,4,50
164,https://robohash.org/herp10.png,785.0,54.0,92.0,103.0,993480.0,4,50
164,https://robohash.org/herp10.png,780.0,54.0,94.0,103.0,993460.0,4,50
164,https://robohash.org/herp10.png,775.0,56.0,94.0,103.0,993440.0,4,50
164,https://robohash.org/herp10.png,770.0,57.0,94.0,103.0,993420.0,4,50
164,https://robohash.org/herp10.png,765.0,60.0,94.0,103.0,993400.0,4,50
164,https://robohash.org/herp10.png,760.0,63.0,94.0,103.0,993380.0,4,50
164,https://robohash.org/herp10.png,755.0,66.0,94.0,103.0,993360.0,4,50
164,https://robohash.org/herp10.png,750.0,68.0,94.0,103.0,993340.0,4,50
164,https://robohash.org/herp10.png,745.0,72.0,94.0,103.0,993320.0,4,50
164,https://robohash.org/herp10.png,740.0,76.0,94.0,103.0,993300.0,4,50
164,https://robohash.org/herp10.png,735.0,79.0,94.0,103.0,993280.0,4,50
164,https://robohash.org/herp10.png,730.0,80.0,94.0,103.0,993260.0,4,50
164,https://robohash.org/herp10.png,725.0,81.0,94.0,103.0,993240.0,4,50
164,https://robohash.org/herp10.png,720.0,82.0,94.0,103.0,993220.0,4,50
164,https://robohash.org/herp10.png,715.0,84.0,94.0,103.0,993200.0,4,50
164,https://robohash.org/herp10.png,715.0,84.0,94.0,103.0,993200.0,4,50
164,https://robohash.org/herp10.png,715.0,79.0,109.0,103.0,991700.0,4,50
164,https://robohash.org/herp10.png,715.0,89.0,112.0,103.0,991300.0,4,50
164,https://robohash.org/herp10.png,695.0,89.0,112.0,103.0,991450.0,5.0,50
164,https://robohash.org/herp10.png,675.0,89.0,112.0,103.0,991600.0,6.0,50
164,https://robohash.org/herp10.png,655.0,89.0,112.0,103.0,991900.0,7.0,50
164,https://robohash.org/herp10.png,635.0,89.0,112.0,103.0,992650.0,8.0,50
164,https://robohash.org/herp10.png,615.0,89.0,112.0,103.0,993400.0,9.0,50
164,https://robohash.org/herp10.png,595.0,89.0,112.0,103.0,994150.0,10.0,50
164,https://robohash.org/herp10.png,595.0,89.0,112.0,103.0,994150.0,10.0,50
164,https://robohash.org/herp10.png,545.0,89.0,112.0,103.0,994150.0,10.0,50
164,https://robohash.org/herp10.png,495.0,89.0,112.0,103.0,994150.0,10.0,50
164,https://robohash.org/herp10.png,445.0,89.0,112.0,103.0,994150.0,10.0,50
164,https://robohash.org/herp10.png,395.0,89.0,112.0,103.0,994150.0,10.0,50
164,https://robohash.org/herp10.png,395.0,89.0,112.0,103.0,994150.0,10.0,50
164,https://robohash.org/herp10.png,345.0,89.0,112.0,103.0,994150.0,10.0,50
164,https://robohash.org/herp10.png,295.0,89.0,112.0,103.0,994150.0,10.0,50
164,https://robohash.org/herp10.png,245.0,89.0,112.0,103.0,994150.0,10.0,50
164,https://robohash.org/herp10.png,195.0,89.0,112.0,103.0,994150.0,10.0,50
164,https://robohash.org/herp10.png,145.0,89.0,112.0,103.0,994150.0,10.0,50
164,https://robohash.org/herp10.png,95.0,89.0,112.0,103.0,994150.0,10.0,50
164,https://robohash.org/herp10.png,95.0,89.0,112.0,103.0,994150.0,10.0,50
164,https://robohash.org/herp10.png,95.0,89.0,112.0,103.0,994150.0,10.0,50
165,https://robohash.org/herp10.png,100,89.0,112.0,103.0,994150.0,10.0,50
165,https://robohash.org/herp10.png,100,89.0,112.0,103.0,994150.0,10.0,50
165,https://robohash.org/herp10.png,65.0,89.0,112.0,103.0,994205.0,10.0,50
165,https://robohash.org/herp10.png,45.0,89.0,112.0,103.0,995105.0,11.0,50
165,https://robohash.org/herp10.png,25.0,89.0,112.0,103.0,996005.0,12.0,50
165,https://robohash.org/herp10.png,25.0,89.0,112.0,103.0,996005.0,12.0,50
165,https://robohash.org/herp10.png,0.0,89.0,112.0,103.0,996030.0,12.0,50
165,https://robohash.org/herp10.png,0.0,89.0,112.0,103.0,996030.0,12.0,50
165,https://robohash.org/herp10.png,0.0,94.0,122.0,98.0,995030.0,12.0,50
165,https://robohash.org/herp10.png,0.0,94.0,122.0,98.0,995030.0,12.0,50
